score_id,ncrna_id,disease_id,context_id,relevance_score,specificity_score,mechanism_score,tractability_score,human_evidence_score,risk_score,translational_score,confidence_tier,top_evidence,risk_flags,recommended_experiments,model_version,scored_date,expr_mean_tcga_pancan,expr_median_tcga_pancan,expr_std_tcga_pancan,expr_min_tcga_pancan,expr_max_tcga_pancan,expr_q1_tcga_pancan,expr_q3_tcga_pancan,expr_iqr_tcga_pancan,expr_prevalence_tcga_pancan,in_tcga_pancan_expr,gf_geneformer_like_score,gf_regulatory_centrality,gf_perturbation_impact,gf_disease_shift,gf_context_support,gf_risk_adjustment,gf_model_version,n_pathways,max_hub_correlation,mean_lit_confidence,n_unique_papers,conservation_score,n_perturbation_studies,n_high_conf_perts,mean_pert_effect,de_consistency,mean_abs_log2fc,sig_rate,mean_clinical_r,n_sig_clinical,mean_tau,log_tpm_disease,risk_ubiquitous,risk_contradictory_lit,risk_high_isoforms,curated_contradiction_flag,symbol,biotype,conservation_score:1,transcript_count,top_evidence_list,risk_flags_list,recommended_experiments_list,symbol_label,translational_score_label,relevance_score_label,mean_abs_log2fc_label,sig_rate_label,de_consistency_label,mean_tau_label,log_tpm_disease_label,label,confidence_tier_label,task_type,label_source,dataset_id,notes,label_raw
SCR_LNCRNA_12692_DIS_001_CTX_001,LNCRNA_12692,DIS_001,CTX_001,0.6091,0.1646,0.0,0.0,0.0,0.75,0.1913,Tier 3 — Exploratory,"[""Mean |log2FC| = 0.67"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19719,0.0,0.25,0.283904,0.137143,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667436,1.0,0.0,0.0,0.0,6.624028,1,0,0,0,PCK1,lncRNA,0.0,1,"['Mean |log2FC| = 0.67', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",PCK1,0.1913,0.6091,0.667436,1.0,1.0,0.0,6.624028,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_2189_DIS_001_CTX_001,LNCRNA_2189,DIS_001,CTX_001,0.6325,0.1209,0.0,0.0,0.0,0.75,0.1912,Tier 3 — Exploratory,"[""Mean |log2FC| = 1.13"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.199481,0.0,0.25,0.307626,0.100751,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.134426,1.0,0.0,0.0,0.0,4.866304,1,0,0,0,COL3A1,lncRNA,0.0,1,"['Mean |log2FC| = 1.13', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",COL3A1,0.1912,0.6325,1.134426,1.0,1.0,0.0,4.866304,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_2580_DIS_001_CTX_001,LNCRNA_2580,DIS_001,CTX_001,0.6428,0.1013,0.0,0.0,0.0,0.75,0.1911,Tier 3 — Exploratory,"[""Mean |log2FC| = 1.34"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.200475,0.0,0.25,0.318131,0.084426,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.341242,1.0,0.0,0.0,0.0,4.077809,1,0,0,0,GOLGA4,lncRNA,0.0,1,"['Mean |log2FC| = 1.34', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",GOLGA4,0.1911,0.6428,1.341242,1.0,1.0,0.0,4.077809,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_6370_DIS_001_CTX_001,LNCRNA_6370,DIS_001,CTX_001,0.6009,0.1781,0.0,0.0,0.0,0.75,0.1911,Tier 3 — Exploratory,"[""Mean |log2FC| = 0.51"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.196326,0.0,0.25,0.275946,0.148398,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.510785,1.0,0.0,0.0,0.0,7.167674,1,0,0,0,CTSB,lncRNA,0.0,1,"['Mean |log2FC| = 0.51', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",CTSB,0.1911,0.6009,0.510785,1.0,1.0,0.0,7.167674,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_8729_DIS_001_CTX_001,LNCRNA_8729,DIS_001,CTX_001,0.6161,0.1499,0.0,0.0,0.0,0.75,0.191,Tier 3 — Exploratory,"[""Mean |log2FC| = 0.81"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.197827,0.0,0.25,0.291332,0.124941,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.813666,1.0,0.0,0.0,0.0,6.034698,1,0,0,0,ACADSB,lncRNA,0.0,1,"['Mean |log2FC| = 0.81', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",ACADSB,0.191,0.6161,0.813666,1.0,1.0,0.0,6.034698,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_6226_DIS_001_CTX_001,LNCRNA_6226,DIS_001,CTX_001,0.6606,0.0682,0.0,0.0,0.0,0.75,0.191,Tier 3 — Exploratory,"[""Mean |log2FC| = 1.70"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.202233,0.0,0.25,0.336191,0.056851,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.696765,1.0,0.0,0.0,0.0,2.745913,1,0,0,0,THOC2,lncRNA,0.0,1,"['Mean |log2FC| = 1.70', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",THOC2,0.191,0.6606,1.696765,1.0,1.0,0.0,2.745913,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_9072_DIS_001_CTX_001,LNCRNA_9072,DIS_001,CTX_001,0.6295,0.1248,0.0,0.0,0.0,0.75,0.191,Tier 3 — Exploratory,"[""Mean |log2FC| = 1.08"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.199127,0.0,0.25,0.304917,0.103976,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.081102,1.0,0.0,0.0,0.0,5.022077,1,0,0,0,KRT18,lncRNA,0.0,1,"['Mean |log2FC| = 1.08', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",KRT18,0.191,0.6295,1.081102,1.0,1.0,0.0,5.022077,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_3408_DIS_001_CTX_001,LNCRNA_3408,DIS_001,CTX_001,0.6333,0.1174,0.0,0.0,0.0,0.75,0.1909,Tier 3 — Exploratory,"[""Mean |log2FC| = 1.16"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1995,0.0,0.25,0.308868,0.097835,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.158884,1.0,0.0,0.0,0.0,4.725459,1,0,0,0,RPL9,lncRNA,0.0,1,"['Mean |log2FC| = 1.16', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",RPL9,0.1909,0.6333,1.158884,1.0,1.0,0.0,4.725459,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_9162_DIS_001_CTX_001,LNCRNA_9162,DIS_001,CTX_001,0.6099,0.1597,0.0,0.0,0.0,0.75,0.1908,Tier 3 — Exploratory,"[""Mean |log2FC| = 0.70"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.197161,0.0,0.25,0.285404,0.1331,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.696976,1.0,0.0,0.0,0.0,6.428749,1,0,0,0,LRP1,lncRNA,0.0,1,"['Mean |log2FC| = 0.70', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",LRP1,0.1908,0.6099,0.696976,1.0,1.0,0.0,6.428749,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_9424_DIS_001_CTX_001,LNCRNA_9424,DIS_001,CTX_001,0.6004,0.1764,0.0,0.0,0.0,0.75,0.1907,Tier 3 — Exploratory,"[""Mean |log2FC| = 0.51"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.196196,0.0,0.25,0.275999,0.146963,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.511812,1.0,0.0,0.0,0.0,7.098324,1,0,0,0,PEBP1,lncRNA,0.0,1,"['Mean |log2FC| = 0.51', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",PEBP1,0.1907,0.6004,0.511812,1.0,1.0,0.0,7.098324,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_3095_DIS_001_CTX_001,LNCRNA_3095,DIS_001,CTX_001,0.6667,0.054,0.0,0.0,0.0,0.75,0.1907,Tier 3 — Exploratory,"[""Mean |log2FC| = 1.83"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.202732,0.0,0.25,0.342924,0.045012,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.82932,1.0,0.0,0.0,0.0,2.174082,1,0,0,0,P2RY13,lncRNA,0.0,1,"['Mean |log2FC| = 1.83', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",P2RY13,0.1907,0.6667,1.82932,1.0,1.0,0.0,2.174082,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_8529_DIS_001_CTX_001,LNCRNA_8529,DIS_001,CTX_001,0.6211,0.1375,0.0,0.0,0.0,0.75,0.1907,Tier 3 — Exploratory,"[""Mean |log2FC| = 0.93"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.198226,0.0,0.25,0.297071,0.114582,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.926642,1.0,0.0,0.0,0.0,5.534315,1,0,0,0,LIPA,lncRNA,0.0,1,"['Mean |log2FC| = 0.93', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",LIPA,0.1907,0.6211,0.926642,1.0,1.0,0.0,5.534315,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_11507_DIS_001_CTX_001,LNCRNA_11507,DIS_001,CTX_001,0.6805,0.0286,0.0,0.0,0.0,0.75,0.1906,Tier 3 — Exploratory,"[""Mean |log2FC| = 2.10"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.204096,0.0,0.25,0.356852,0.023827,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.103516,1.0,0.0,0.0,0.0,1.150837,1,0,0,0,MYH2,lncRNA,0.0,1,"['Mean |log2FC| = 2.10', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",MYH2,0.1906,0.6805,2.103516,1.0,1.0,0.0,1.150837,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_3019_DIS_001_CTX_001,LNCRNA_3019,DIS_001,CTX_001,0.6901,0.0108,0.0,0.0,0.0,0.75,0.1906,Tier 3 — Exploratory,"[""Mean |log2FC| = 2.29"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.21""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.205037,0.0,0.25,0.366557,0.008977,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.294568,1.0,0.0,0.0,0.0,0.433581,1,0,0,0,NPHP3,lncRNA,0.0,1,"['Mean |log2FC| = 2.29', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.21']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",NPHP3,0.1906,0.6901,2.294568,1.0,1.0,0.0,0.433581,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_11314_DIS_001_CTX_001,LNCRNA_11314,DIS_001,CTX_001,0.653,0.0782,0.0,0.0,0.0,0.75,0.1905,Tier 3 — Exploratory,"[""Mean |log2FC| = 1.56"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.201345,0.0,0.25,0.329319,0.065157,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.561487,1.0,0.0,0.0,0.0,3.14709,1,0,0,0,ANKRD11,lncRNA,0.0,1,"['Mean |log2FC| = 1.56', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",ANKRD11,0.1905,0.653,1.561487,1.0,1.0,0.0,3.14709,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_9000_DIS_001_CTX_001,LNCRNA_9000,DIS_001,CTX_001,0.6048,0.1664,0.0,0.0,0.0,0.75,0.1905,Tier 3 — Exploratory,"[""Mean |log2FC| = 0.61"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.196579,0.0,0.25,0.280855,0.138652,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.607411,1.0,0.0,0.0,0.0,6.69693,1,0,0,0,SLC38A4,lncRNA,0.0,1,"['Mean |log2FC| = 0.61', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",SLC38A4,0.1905,0.6048,0.607411,1.0,1.0,0.0,6.69693,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_1909_DIS_001_CTX_001,LNCRNA_1909,DIS_001,CTX_001,0.695,0.0009,0.0,0.0,0.0,0.75,0.1905,Tier 3 — Exploratory,"[""Mean |log2FC| = 2.40"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.21""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.205496,0.0,0.25,0.371694,0.000728,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.395685,1.0,0.0,0.0,0.0,0.035162,1,0,0,0,ANKRD36B,lncRNA,0.0,1,"['Mean |log2FC| = 2.40', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.21']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",ANKRD36B,0.1905,0.695,2.395685,1.0,1.0,0.0,0.035162,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_5940_DIS_001_CTX_001,LNCRNA_5940,DIS_001,CTX_001,0.6428,0.0964,0.0,0.0,0.0,0.75,0.1905,Tier 3 — Exploratory,"[""Mean |log2FC| = 1.36"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.200332,0.0,0.25,0.319179,0.080374,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.361866,1.0,0.0,0.0,0.0,3.882101,1,0,0,0,CYBB,lncRNA,0.0,1,"['Mean |log2FC| = 1.36', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.20']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",CYBB,0.1905,0.6428,1.361866,1.0,1.0,0.0,3.882101,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
SCR_LNCRNA_7672_DIS_001_CTX_001,LNCRNA_7672,DIS_001,CTX_001,0.5877,0.1973,0.0,0.0,0.0,0.75,0.1905,Tier 3 — Exploratory,"[""Mean |log2FC| = 0.27"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 19:18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.194873,0.0,0.25,0.263727,0.164409,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.270228,1.0,0.0,0.0,0.0,7.941002,1,0,0,0,SERPING1,lncRNA,0.0,1,"['Mean |log2FC| = 0.27', 'Significant dataset fraction = 1.00', 'DE direction consistency = 1.00', 'Geneformer-like score = 0.19']","['Low tissue specificity (Tau < 0.4) — systemic liability risk', 'No curated liver-disease evidence currently linked']","['Validate differential expression in an independent cohort', 'Review pathway support and perturbation evidence', 'Prioritize for targeted follow-up assay panel']",SERPING1,0.1905,0.5877,0.270228,1.0,1.0,0.0,7.941002,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,0.5
