symbol,expr_mean,expr_std,expr_median,expr_max,expr_nonzero_fraction,expr_cv,expr_log1p_mean,expr_log1p_max
ENSG00000108107,4938.210526315789,2677.9257880523483,4214.0,11264,1.0,0.5422866793105815,8.50496078492391,9.329455852866344
ENSG00000108175,410.2280701754386,272.3173711436096,318.0,1177,1.0,0.6638194481112666,6.019147975856399,7.071573364211532
ENSG00000108176,359.43859649122805,231.58583857085566,282.0,905,1.0,0.6442987504167694,5.88732161348296,6.80903930604298
ENSG00000108179,3042.7719298245615,1602.168408054978,3011.0,7022,1.0,0.5265489642358292,8.020852791675438,8.856945756159021
ENSG00000108187,4816.210526315789,2917.6333470373484,3768.0,10955,1.0,0.6057943960496309,8.479950310536264,9.301642530382969
ENSG00000108219,431.03508771929825,303.9987056429377,297.0,1237,1.0,0.7052760072305526,6.068506806518267,7.121252453244542
ENSG00000108231,24.473684210526315,20.714130152384502,16.0,84,0.9649122807017544,0.8463838126780765,3.2376459275501914,4.442651256490317
ENSG00000108239,48.94736842105263,28.314825150586238,45.0,142,1.0,0.5784749224313318,3.9109698194434874,4.962844630259907
ENSG00000108242,1530.438596491228,703.7208257729527,1553.0,3318,1.0,0.4598164391477997,7.333962831764341,8.107418811719974
ENSG00000108244,2.754385964912281,6.845959970654193,1.0,46,0.5263157894736842,2.4854759129126687,1.3229247471873014,3.8501476017100584
ENSG00000108255,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ENSG00000108256,586.7543859649123,335.12328651993107,526.0,1386,1.0,0.571147475904801,6.376309149689082,7.234898420314831
ENSG00000108262,138.3859649122807,92.43255347741882,98.0,382,1.0,0.6679330056050802,4.937246811136267,5.948034989180646
ENSG00000108298,8382.192982456141,3580.4622229469032,7872.0,16080,1.0,0.4271510129199817,9.033984145064302,9.685393729854024
ENSG00000108306,220.21052631578948,134.1134563454851,174.0,586,1.0,0.6090238218365719,5.399114855838676,6.375024819828097
ENSG00000108309,1.368421052631579,1.6650995138361682,1.0,7,0.5614035087719298,1.2168034908802767,0.8622235106038794,2.0794415416798357
ENSG00000108312,966.5964912280701,561.2869415029666,753.0,2116,1.0,0.5806838185289149,6.874815152466451,7.6577552711348655
ENSG00000108342,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ENSG00000108344,1098.9122807017543,557.8113250112235,934.0,2274,1.0,0.5076031406756241,7.002985710790088,7.729735331385051
ENSG00000108349,567.8771929824561,317.8946967480762,435.0,1342,1.0,0.5597947948543466,6.343664581275465,7.202661196523238
ENSG00000108352,133.10526315789474,86.86107220534208,114.0,347,0.9824561403508771,0.6525742870310397,4.898625037525614,5.8522024797744745
ENSG00000108370,35.6140350877193,26.57990270994564,30.0,139,1.0,0.7463322435797544,3.6004316392426507,4.941642422609304
ENSG00000108375,298.1929824561403,160.154661699747,273.0,759,1.0,0.5370839393355051,5.701088791467445,6.633318433280377
ENSG00000108379,36.473684210526315,26.104942924909487,31.0,122,1.0,0.7157199358921793,3.623638932245535,4.812184355372417
ENSG00000108381,112.26315789473684,75.23926746334692,97.0,351,1.0,0.6702044452900101,4.729713942115234,5.863631175598097
ENSG00000108384,78.01754385964912,33.27026301372603,77.0,150,1.0,0.4264459167489057,4.3696699019849765,5.017279836814924
ENSG00000108387,934.280701754386,576.9707146067158,883.0,2806,1.0,0.6175560658839299,6.840846700013039,7.939871576361883
ENSG00000108389,1268.2631578947369,962.3661229029616,948.0,4279,1.0,0.7588063383473573,7.146191820442856,8.361708288575842
ENSG00000108395,136.2982456140351,72.3609417415522,128.0,361,1.0,0.5309014904451634,4.922155534935808,5.8916442118257715
ENSG00000108405,4.631578947368421,3.6234926863621926,4.0,16,0.8421052631578947,0.7823450118282006,1.7283898552954657,2.833213344056216
ENSG00000108406,240.47368421052633,129.48043223138802,217.0,606,1.0,0.5384390922294533,5.486760499082821,6.408528791059498
ENSG00000108417,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ENSG00000108423,47.54385964912281,20.40664297953575,44.0,107,1.0,0.42921721396071505,3.882467711952376,4.68213122712422
ENSG00000108424,1946.140350877193,969.1640440274233,1705.0,4842,1.0,0.49799288298533423,7.5741170884840585,8.48528964240323
ENSG00000108433,369.87719298245617,175.99686179988703,334.0,831,1.0,0.4758251255795456,5.915870991589679,6.723832440821209
ENSG00000108439,1313.701754385965,840.9387816370181,1116.0,3322,1.0,0.6401291456218537,7.181365116139917,8.108623268354595
ENSG00000108443,188.33333333333334,92.30023474148553,183.0,489,1.0,0.4900897419901886,5.243509130053042,6.194405391104672
ENSG00000108448,42.80701754385965,22.66009598114462,39.0,130,1.0,0.5293547011988703,3.779794022445223,4.875197323201151
ENSG00000108465,440.4035087719298,178.2244631726603,430.0,893,1.0,0.4046844759925761,6.0899594429798265,6.795705775173514
ENSG00000108468,219.52631578947367,88.63591364661352,208.0,454,1.0,0.4037598559783402,5.396017033749743,6.12029741895095
ENSG00000108469,159.1578947368421,85.76687453158878,138.0,400,1.0,0.5388791719908025,5.076160170730531,5.993961427306569
ENSG00000108474,49.07017543859649,21.835308602224657,45.0,112,1.0,0.4449812621833412,3.9134255302022316,4.727387818712341
ENSG00000108479,2200.035087719298,1364.5571228805375,1893.0,5378,1.0,0.6202433454346074,7.696683023116476,8.590257762273243
ENSG00000108506,76.85964912280701,58.96471057108505,55.0,243,1.0,0.7671738193453203,4.354907835657989,5.497168225293202
ENSG00000108509,379.2105263157895,221.18001208147382,292.0,964,1.0,0.5832644315819573,5.940725115930381,6.872128101338986
ENSG00000108510,881.0877192982456,649.4758678212804,593.0,2770,1.0,0.7371296337424432,6.782291506048145,7.9269635448629785
ENSG00000108511,13.526315789473685,13.444469472556221,8.0,52,0.9298245614035088,0.9939491049749735,2.6759618865507098,3.970291913552122
ENSG00000108515,4899.122807017544,2531.3164140858707,4792.0,14011,1.0,0.5166876834481455,8.497015546441297,9.547669384317377
ENSG00000108518,5417.473684210527,2577.1691841552424,4685.0,11744,1.0,0.47571420451316987,8.597569446695452,9.371182897093012
ENSG00000108523,1359.8070175438597,522.3975100642261,1284.0,2480,1.0,0.3841703295573532,7.21583319799359,7.816416983691801
ENSG00000108528,806.6666666666666,371.11041547791467,745.0,1596,1.0,0.46005423406353063,6.694149432148416,7.3758821482150125
ENSG00000108551,39.35087719298246,41.74432862594724,25.0,249,1.0,1.0608233311096713,3.6976131340826908,5.521460917862246
ENSG00000108556,51.70175438596491,45.31791072612963,32.0,182,1.0,0.8765255892057648,3.9646487450494754,5.209486152841421
ENSG00000108557,138.21052631578948,99.42634331182508,108.0,414,1.0,0.7193832912889095,4.93598736512596,6.028278520230698
ENSG00000108559,499.6666666666667,205.9469707519505,458.0,1022,1.0,0.41216872065100163,6.215940543655971,6.930494765951626
ENSG00000108561,862.4035087719299,379.58806900418494,844.0,1826,1.0,0.4401513504330724,6.760882147013896,7.510430556378006
ENSG00000108576,0.6842105263157895,1.571599443888319,0.0,10,0.2982456140350877,2.2969530333752353,0.5212969236332861,2.3978952727983707
ENSG00000108578,184.35087719298247,121.67821897295786,146.0,544,1.0,0.6600360184106012,5.222250662215607,6.300785794663244
ENSG00000108582,1176.9473684210527,710.1695577479223,990.0,2862,1.0,0.603399588463041,7.071528684453689,7.959625305098115
ENSG00000108587,521.2105263157895,242.20539813806386,468.0,1202,1.0,0.46469782536839477,6.2580708136945535,7.0925737159746784
ENSG00000108588,1646.3157894736842,827.5159074408597,1494.0,3485,1.0,0.5026471304787831,7.406902447969639,8.156510226079966
ENSG00000108590,61.98245614035088,27.562585424597245,57.0,137,1.0,0.44468365955336625,4.142856213647774,4.927253685157205
ENSG00000108591,202.64912280701753,109.60570423569436,186.0,605,1.0,0.5408644395666677,5.316398526729474,6.406879986069314
ENSG00000108592,404.859649122807,192.23808142476526,375.0,827,1.0,0.4748264783642423,6.006007408020797,6.71901315438526
ENSG00000108599,104.89473684210526,56.167060825759,101.0,289,1.0,0.5354611920167692,4.66244555205319,5.66988092298052
ENSG00000108602,24.68421052631579,49.02701802313293,10.0,331,1.0,1.986169173645044,3.245876426686707,5.805134968916488
ENSG00000108604,1009.8947368421053,478.60480581621385,945.0,2240,1.0,0.47391553629914857,6.918591095738411,7.714677473800927
ENSG00000108622,116.9298245614035,82.25957600554192,94.0,283,1.0,0.7034952486595483,4.7700897404505005,5.648974238161206
ENSG00000108639,998.0350877192982,452.9028579583785,949.0,2134,1.0,0.4537945243922721,6.9067899008739015,7.666221925662725
ENSG00000108641,46.0,23.780994812785153,46.0,133,1.0,0.5169781481040251,3.8501476017100584,4.897839799950911
ENSG00000108651,224.40350877192984,96.51625689287546,209.0,420,1.0,0.430101371502924,5.417892168351993,6.042632833682381
ENSG00000108654,1077.0,472.8789863319005,1128.0,2487,1.0,0.4390705536972149,6.982862751468942,7.81923445385907
ENSG00000108666,95.29824561403508,42.96633437616375,95.0,198,1.0,0.4508617561563575,4.567450100715339,5.293304824724492
ENSG00000108669,502.6842105263158,319.07585069422066,392.0,1288,1.0,0.634744127650528,6.221949505280559,7.161622002939187
ENSG00000108671,795.4561403508771,446.94746695842395,651.0,1820,1.0,0.5618756890370783,6.680172062361097,7.507141079727608
ENSG00000108679,2503.7017543859647,1276.8707279477137,2295.0,5782,1.0,0.5099931434368737,7.825924946305382,8.662677858158219
ENSG00000108684,0.14035087719298245,0.5154261929714111,0.0,3,0.08771929824561403,3.6724116249213044,0.13133600206108695,1.3862943611198906
ENSG00000108688,0.05263157894736842,0.2252817784447915,0.0,1,0.05263157894736842,4.280353790451039,0.05129329438755053,0.6931471805599453
ENSG00000108691,33.175438596491226,17.817650565638502,28.0,96,1.0,0.5370735495723927,3.53150721636793,4.574710978503383
ENSG00000108700,2.0701754385964914,2.305735466201673,1.0,8,0.5789473684210527,1.113787470961825,1.121734706088964,2.1972245773362196
ENSG00000108702,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ENSG00000108733,123.96491228070175,56.539482068563856,119.0,268,1.0,0.45609262353639113,4.828032996143803,5.594711379601839
ENSG00000108759,0.017543859649122806,0.13245323570650436,0.0,1,0.017543859649122806,7.549834435270749,0.017391742711869183,0.6931471805599453
ENSG00000108771,268.35087719298247,154.98968758644997,235.0,570,1.0,0.577563558605364,5.596014905824349,6.3473892096560105
ENSG00000108773,71.6842105263158,37.560502570964864,67.0,210,1.0,0.5239717686111104,4.286124174242851,5.351858133476067
ENSG00000108774,524.561403508772,245.22984972876972,439.0,1186,1.0,0.46749503125551417,6.264467031271562,7.079184394609668
ENSG00000108784,1016.2982456140351,443.67024292953533,1002.0,2287,1.0,0.4365551597124672,6.924905613246987,7.7354333524996886
ENSG00000108786,10.824561403508772,7.59728054498437,11.0,36,0.9473684210526315,0.7018557391638721,2.4701788430777567,3.6109179126442243
ENSG00000108788,781.421052631579,426.49689947660585,710.0,1925,1.0,0.5457965306159838,6.6623930261187985,7.563200592358071
ENSG00000108797,6.2105263157894735,5.239741140366107,5.0,31,0.9298245614035088,0.8436871327708139,1.9755419466616844,3.4657359027997265
ENSG00000108798,109.6842105263158,86.63061111382562,83.0,376,1.0,0.7898184314600224,4.706681196536259,5.932245187448011
ENSG00000108799,166.3684210526316,95.95416159718945,141.0,445,1.0,0.5767570611662763,5.120197496607783,6.100318952020064
ENSG00000108813,0.15789473684210525,0.6758453353343736,0.0,4,0.07017543859649122,4.280353790451033,0.1466034741918754,1.6094379124341003
ENSG00000108819,469.87719298245617,276.68490782937795,405.0,1333,1.0,0.5888451535031379,6.154597323251068,7.195937226475569
ENSG00000108821,1540.1052631578948,1667.087351857066,1162.0,11472,1.0,1.0824502660544137,7.340255141331071,9.347751727799142
ENSG00000108823,22.982456140350877,18.440533022268184,18.0,89,0.9649122807017544,0.8023743376101424,3.1773225688893993,4.499809670330265
ENSG00000108825,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ENSG00000108826,439.12280701754383,165.27142936215117,420.0,811,1.0,0.3763672182837642,6.087053794827288,6.699500340161678
ENSG00000108828,1398.3508771929824,697.6340754709057,1225.0,3590,1.0,0.4988977279231379,7.2437637489323405,8.186185994226083
ENSG00000108829,926.7368421052631,364.72663571090123,923.0,1976,1.0,0.3935600907830034,6.832748117253513,7.589335823170617
ENSG00000108830,236.42105263157896,181.50422539044777,193.0,997,1.0,0.7677160023193472,5.469835158241955,6.905753276311464
ENSG00000108839,0.7543859649122807,1.2716791732978474,0.0,6,0.38596491228070173,1.6857142529762164,0.5621189181535412,1.9459101490553132
ENSG00000108840,590.1754385964912,398.0947537426153,449.0,1713,1.0,0.674536294986001,6.382112823771806,7.446585099157725
ENSG00000108846,2306.5087719298244,1377.787384110675,1913.0,5840,1.0,0.5973475587339298,7.743923767856162,8.67265729404031
ENSG00000108848,779.7894736842105,875.363939350822,523.0,4350,1.0,1.1225644470616643,6.660305553558482,8.37816098272068
ENSG00000108849,0.03508771929824561,0.18563715383027588,0.0,1,0.03508771929824561,5.290658884162863,0.0344861760711693,0.6931471805599453
ENSG00000108852,2.789473684210526,2.9382747738454507,2.0,13,0.7368421052631579,1.053343786850256,1.3322271398496148,2.6390573296152584
ENSG00000108854,66.49122807017544,39.01470547252369,56.0,160,1.0,0.5867646997186939,4.211997634917745,5.081404364984463
ENSG00000108861,2270.8245614035086,1076.4946606397848,2082.0,5037,1.0,0.47405452580380986,7.728338559167485,8.524764456912555
ENSG00000108878,0.017543859649122806,0.13245323570650436,0.0,1,0.017543859649122806,7.549834435270749,0.017391742711869183,0.6931471805599453
ENSG00000108883,647.5263157894736,312.9573285188961,600.0,1267,1.0,0.48331213865390765,6.474702582408075,7.145196134997171
ENSG00000108924,2096.0526315789475,1117.4618469206491,1885.0,4902,1.0,0.5331268070682318,7.648288129098616,8.497602541651233
ENSG00000108932,5.192982456140351,5.847583739372395,4.0,35,0.8070175438596491,1.126054976838603,1.8234167890987467,3.58351893845611
ENSG00000108946,2146.684210526316,1424.0034505111528,1669.0,5591,1.0,0.6633502233484174,7.672145429237253,8.629092283913646
